,MESSAGE,SPAM
370,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,False
371,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,False
372,Yeah no probs - last night is obviously catching up with you... Speak soon ,False
373,"Well, I meant as opposed to my drunken night of before",False
374,We can go 4 e normal pilates after our intro...  ,False
375,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",False
376,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,True
377,Early bird! Any purchases yet?,False
378,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,False
379,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,False
380,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,False
381,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,True
382,Good morning princess! Have a great day!,False
383,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",True
384,K..k..any special today?,False
385,I'm at home. Please call,False
386,How would my ip address test that considering my computer isn't a minecraft server,False
387,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,False
388,I wish u were here. I feel so alone,False
389,Think + da. You wil do.,False
390,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,False
391,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",True
392,Okie but i scared u say i fat... Then u dun wan me already...,False
393,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,False
394,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,False
395,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\""""",False
396,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,True
397,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,False
398,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",False
399,I donno its in your genes or something,False
400,Aah bless! How's your arm?,False
401,"Excellent, I'll see what riley's plans are",False
402,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",False
403,"4 tacos + 1 rajas burrito, right?",False
404,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,False
405,O. Well uv causes mutations. Sunscreen is like essential thesedays,False
406,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,False
407,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,False
408,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",False
409,No. Yes please. Been swimming?,False
410,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",True
411,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,True
412,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,False
413,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,True
414,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,False
415,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,False
416,They finally came to fix the ceiling.,False
417,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,True
418,Surely result will offer:),False
419,But you dint in touch with me.,False
420,Headin towards busetop,False
421,Carlos'll be here in a minute if you still need to buy,False
422,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",False
423,Yes its possible but dint try. Pls dont tell to any one k,False
424,I ask if u meeting da ge tmr nite...,False
425,How much did ur hdd casing cost.,False
426,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",True
427,Mom wants to know where you at,False
428,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,False
429,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,False
430,I to am looking forward to all the sex cuddling.. Only two more sleeps ,False
431,K I'll be sure to get up before noon and see what's what,False
432,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,True
433,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,False
434,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",True
435,Cancel cheyyamo?and get some money back?,False
436,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",False
437,"Oh fine, I'll be by tonight",False
438,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,True
439,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,False
440,"Wat time liao, where still got.",False
441,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,True
442,ELLO BABE U OK?,False
443,Lol! Oops sorry! Have fun. ,False
444,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",False
445,"Haha figures, well I found the piece and priscilla's bowl",False
446,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,False
447,I've got it down to a tea. not sure which flavour,False
448,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",True
449,Ugh my leg hurts. Musta overdid it on mon.,False
450,Thanks for this hope you had a good day today,False
451,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,False
452,Just curious because my cuz asked what I was up to,False
453,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,False
454,i see. When we finish we have loads of loans to pay,False
455,Great. P diddy is my neighbor and comes for toothpaste every morning,False
456,I said its okay. Sorry,False
457,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,False
458,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",False
459,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,False
460,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,False
461,Ryder unsold.now gibbs.,False
462,"When you just put in the + sign, choose my number and the pin will show. Right?",False
463,\alright babe,False
464,R we going with the  &lt;#&gt;  bus?,False
465,Dad says hurry the hell up,False
466,Even i cant close my eyes you are in me our vava playing umma :-D,False
467,Hi:)did you asked to waheeda fathima about leave?,False
468,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",False
469,No b4 Thursday,False
470,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",False
471,My battery is low babe,False
472,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,True
473,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",True
474,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,False
475,"Haven't seen my facebook, huh? Lol!",False
476,R u over scratching it?,False
477,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,True
478,You still at the game?,False
479,"Damn, poor zac doesn't stand a chance",False
480,I AM AT THE GAS STATION. GO THERE.,False
481,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",False
482,Ok leave no need to ask,False
483,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",False
484,Two teams waiting for some players,False
485,Thank god they are in bed!,False
486,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,False
487,ALRITE,False
488,"Tonight? Yeah, I'd be down for that",False
489,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,False
490,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,True
491,I think chennai well settled?,False
492,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,True
493,Are you coming to day for class.,False
494,Mode men or have you left.,False
495,Love you aathi..love u lot..,False
496,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",False
497,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),False
498,Great! I shoot big loads so get ready!,False
499,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,False
500,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,False
501,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,False
502,K..k...from tomorrow onwards started ah?,False
503,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,True
504,No problem baby. Is this is a good time to talk? I called and left a message.,False
505,Where are you?when wil you reach here?,False
506,We r outside already.,False
507,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",False
508,I'll text now! All creepy like so he won't think that we forgot,False
509,K still are you loving me.,False
510,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,True
511,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",False
512,Good morning princess! Happy New Year!,False
513,I know that my friend already told that.,False
514,My drive can only be read. I need to write,False
515,K.k:)apo k.good movie.,False
516,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",False
517,Yes. Nigh you cant aha.,False
518,When u wana see it then,False
519,Be sure to check your yahoo email. We sent photos yesterday,False
520,I called and said all to him:)then he have to choose this future.,False
521,No. But we'll do medical missions to nigeria,False
522,When are you guys leaving?,False
523,Would really appreciate if you call me. Just need someone to talk to.,False
524,Lmao ok I wont be needing u to do my hair anymore.,False
525,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,False
526,Do you know where my lab goggles went,False
527,I'm in class. Did you get my text.,False
528,"Carlos took a while (again), we leave in a minute",False
529,Which is weird because I know I had it at one point,False
530,India have to take lead:),False
531,Ok..,False
532,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,False
533,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,True
534,Okie,False
535,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,True
536,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,False
537,Anything lor. Juz both of us lor.,False
538,i want to grasp your pretty booty :),False
539,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",False
540,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",False
541,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,True
542,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",False
543,when you and derek done with class?,False
544,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,True
545,I like to talk pa but am not able to. I dont know y.,False
546,"K, can that happen tonight?",False
547,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",False
548,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,False
549,am up to my eyes in philosophy,False
550,"Hm good morning, headache anyone? :-)",False
551,What time is ur flight tmr?,False
552,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",False
553,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",False
554,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,True
555,Siva is in hostel aha:-.,False
556,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,False
557,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",True
558,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,False
559,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,False
560,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",False
561,Eh den sat u book e kb liao huh...,False
562,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,False
563,Then i buy.,False
564,Ok lor then we go tog lor...,False
565,They don't put that stuff on the roads to keep it from getting slippery over there?,False
566,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,False
567,No message..no responce..what happend?,False
568,Hey u still at the gym?,False
569,Is toshiba portege m100 gd?,False
570,Stop knowing me so well!,False
571,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",False
572,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,False
573,Yup no more already... Thanx 4 printing n handing it up.,False
574,Prabha..i'm soryda..realy..frm heart i'm sory,False
575,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,False
576,"Haha awesome, I might need to take you up on that, what you doin tonight?",False
577,IM LATE TELLMISS IM ON MY WAY,False
578,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,False
579,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",False
580,I can ask around but there's not a lot in terms of mids up here,False
581,Did u receive my msg?,False
582,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,True
583,How long does applebees fucking take,False
584,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),True
585,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,True
586,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,False
587,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,False
588,Well. Im computerless. Time to make some oreo truffles,False
589,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",False
590,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",False
591,There's no point hangin on to mr not right if he's not makin u happy,False
592,R u sure they'll understand that! Wine * good idea just had a slurp!,False
593,S..antha num corrct dane,False
594,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,True
595,U can call now...,False
596,Geeeee ... I love you so much I can barely stand it,False
597,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",False
598,"Lol you forgot it eh ? Yes, I'll bring it in babe",False
599,It shall be fine. I have avalarr now. Will hollalater,False
600,Sac will score big hundred.he is set batsman:-),False
601,Oh k.k..where did you take test?,False
602,ÌÏ dun wan to watch infernal affair?,False
603,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,False
604,On the road so cant txt,False
605,Hi! This is Roger from CL. How are you?,False
606,Anything lor... U decide...,False
607,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,False
608,Yup,False
609,But i juz remembered i gotta bathe my dog today..,False
610,It's ok lar. U sleep early too... Nite...,False
611,jay says he'll put in  &lt;#&gt;,False
612,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,False
613,26th OF JULY,False
614,"If e timing can, then i go w u lor...",False
615,No de.am seeing in online shop so that i asked.,False
616,If You mean the website. Yes.,False
617,He remains a bro amongst bros,False
618,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,False
619,Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,True
620,Juz go google n search 4 qet...,False
621,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,False
622,did u get that message,False
623,Yar else i'll thk of all sorts of funny things.,False
624,That sucks. I'll go over so u can do my hair. You'll do it free right?,False
625,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,False
626,How much are we getting?,False
627,"It,,s a taxt massage....tie-pos argh ok! Lool!",False
628,"What i mean was i left too early to check, cos i'm working a 9-6.",False
629,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,True
630,I told your number to gautham..,False
631,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",False
632,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",False
633,"Since when, which side, any fever, any vomitin.",False
634,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!,False
635,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,False
636,Kallis is ready for bat in 2nd innings,False
637,Understand. his loss is my gain :) so do you work? School?,False
638,Pls speak to that customer machan.,False
639,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,True
640,Ok. But i finish at 6.,False
641,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,True
642,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",False
643,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",True
644,That's my honeymoon outfit. :),False
645,"Just arrived, see you in a couple days &lt;3",False
646,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",False
647,Near kalainar tv office.thenampet,False
648,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,True
649,I am late. I will be there at,False
650,;-) ok. I feel like john lennon.,False
651,Infact happy new year. How are you where are you when are we seeing,False
652,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",False
653,Then we wait 4 u lor... No need 2 feel bad lar...,False
654,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,True
655,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,False
656,Hi dear we saw dear. We both are happy. Where you my battery is low,False
657,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,False
658,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,False
659,Nope... Think i will go for it on monday... Sorry i replied so late,False
660,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",False
661,Chk in ur belovd ms dict,False
662,Haha... They cant what... At the most tmr forfeit... haha so how?,False
663,"Maybe westshore or hyde park village, the place near my house?",False
664,K:)k:)what are detail you want to transfer?acc no enough?,False
665,When did you get to the library,False
666,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,False
667,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",True
668,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,False
669,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,False
670,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",False
671,Are you this much buzy,False
672,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",False
673,Thats cool. i liked your photos. You are very sexy!,False
674,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",False
675,Oh ok.. Wat's ur email?,False
676,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,True
677,I dont want to hear anything,False
678,U still havent got urself a jacket ah?,False
679,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",False
680,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,False
681,Take some small dose tablet for fever,False
682,Sorry that was my uncle. I.ll keep in touch,False
683,Holy living christ what is taking you so long,False
684,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",False
685,Ok I'm gonna head up to usf in like fifteen minutes,False
686,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,False
687,Love it! I want to flood that pretty pussy with cum...,False
688,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",True
689,Watching tv now. I got new job :),False
690,"Aight, I'll text you when I'm back",False
691,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,True
692,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,True
693,Yes. Last  practice,False
694,Nite...,False
695,Oh ok..,False
696,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",True
697,Dont worry. I guess he's busy.,False
698,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,False
699,I think u have the wrong number.,False
700,No de. But call me after some time. Ill tell you k,False
701,No break time one... How... I come out n get my stuff fr Ì_?,False
702,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,False
703,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,True
704,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,True
705,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,False
706,No calls..messages..missed calls,False
707,The battery is for mr adewale my uncle. Aka Egbon,False
708,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,False
709,"Goodmorning, today i am late for 2hrs. Because of back pain.",False
710,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",False
711,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),False
712,\SHIT BABE.. THASA BIT MESSED UP.YEH,False
713,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",False
714,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),False
715,Have you bookedthe hut? And also your time off? How are you by the way?,False
716,Went to ganesh dress shop,False
717,Oh yeah I forgot. U can only take 2 out shopping at once.,False
718,Okey dokey swashbuckling stuff what oh.,False
719,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,True
720,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,False
721,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,False
722,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,False
723,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",True
724,Haf u found him? I feel so stupid da v cam was working.,False
725,Still i have not checked it da. . .,False
726,Dear we got  &lt;#&gt;  dollars hi hi,False
727,Huh i cant thk of more oredi how many pages do we have?,False
728,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,False
729,Oh ok i didnt know what you meant. Yep i am baby jontin,False
730,Do you always celebrate NY's with your family ?,False
731,Nt joking seriously i told,False
732,Mmmm.... I cant wait to lick it!,False
733,I'm done...,False
734,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,False
735,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",False
736,ÌÏ wait 4 me in sch i finish ard 5..,False
737,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,True
738,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,False
739,ok....take care.umma to you too...,False
